latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
38.600006,-9.0,84.0,0,Europe/London,GMT

time,temperature_2m (°C),relativehumidity_2m (%),surface_pressure (hPa),precipitation (mm),direct_radiation (W/m²),windspeed_10m (m/s),windgusts_10m (m/s)
2017-12-21T04:00,7.3,86,1025.1,0.00,0.0,2.88,4.70
2017-12-21T05:00,6.9,86,1025.1,0.00,0.0,2.78,4.70
2017-12-21T06:00,6.7,86,1025.5,0.00,0.0,2.77,4.90
2017-12-21T07:00,6.5,86,1025.9,0.00,0.0,2.84,5.20
2017-12-21T08:00,6.3,85,1026.3,0.00,0.0,2.88,5.10
2017-12-21T09:00,7.0,82,1026.9,0.00,41.0,3.44,5.60
2017-12-21T10:00,8.9,74,1027.9,0.00,159.0,3.38,6.20
2017-12-21T11:00,11.1,67,1028.3,0.00,277.0,3.45,6.20
2017-12-21T12:00,13.0,62,1027.9,0.00,358.0,3.10,6.00
2017-12-21T13:00,14.3,58,1027.4,0.00,389.0,2.80,5.50
2017-12-21T14:00,15.2,55,1027.2,0.00,366.0,2.61,5.00
2017-12-21T15:00,15.7,54,1027.3,0.00,292.0,2.21,4.60
2017-12-21T16:00,15.6,56,1027.4,0.00,179.0,1.50,3.80
2017-12-21T17:00,14.8,61,1027.8,0.00,57.0,1.70,2.70
2017-12-21T18:00,13.1,70,1028.3,0.00,1.0,2.36,3.20
2017-12-21T19:00,11.7,76,1028.9,0.00,0.0,2.48,3.90
2017-12-21T20:00,10.7,80,1029.0,0.00,0.0,2.62,3.70
2017-12-21T21:00,9.8,83,1029.3,0.00,0.0,2.55,3.80
2017-12-21T22:00,9.2,84,1029.6,0.00,0.0,2.27,3.90
2017-12-21T23:00,8.8,85,1029.8,0.00,0.0,2.36,4.00
2017-12-22T00:00,8.4,86,1029.8,0.00,0.0,2.36,4.30
2017-12-22T01:00,8.0,87,1029.7,0.00,0.0,2.27,4.30
2017-12-22T02:00,7.6,89,1029.6,0.00,0.0,2.20,4.30
2017-12-22T03:00,7.2,90,1029.6,0.00,0.0,2.33,4.30
2017-12-22T04:00,6.9,90,1029.4,0.00,0.0,2.41,4.30
2017-12-22T05:00,6.6,90,1029.3,0.00,0.0,2.13,4.20
2017-12-22T06:00,6.3,91,1029.4,0.00,0.0,2.05,4.00
2017-12-22T07:00,5.5,93,1029.8,0.00,0.0,1.98,3.90
2017-12-22T08:00,5.3,93,1030.0,0.00,0.0,1.86,3.80
2017-12-22T09:00,6.6,92,1030.3,0.00,41.0,1.84,3.70
2017-12-22T10:00,10.0,80,1030.9,0.00,157.0,1.26,3.40
2017-12-22T11:00,12.2,72,1030.9,0.00,276.0,1.10,2.90
2017-12-22T12:00,13.9,66,1030.3,0.00,359.0,1.39,2.70
2017-12-22T13:00,15.1,61,1029.2,0.00,391.0,2.28,3.80
2017-12-22T14:00,15.8,59,1028.3,0.00,369.0,3.35,5.20
2017-12-22T15:00,16.0,60,1027.9,0.00,294.0,4.03,6.10
2017-12-22T16:00,15.6,66,1027.3,0.00,181.0,4.03,6.30
2017-12-22T17:00,14.3,73,1027.4,0.00,58.0,3.94,6.20
2017-12-22T18:00,12.9,80,1027.4,0.00,1.0,4.22,6.40
2017-12-22T19:00,12.1,79,1027.3,0.00,0.0,4.65,7.40
2017-12-22T20:00,11.5,80,1027.4,0.00,0.0,4.97,7.90
2017-12-22T21:00,11.1,81,1027.1,0.00,0.0,4.78,8.00
2017-12-22T22:00,10.7,83,1026.9,0.00,0.0,4.65,7.80
2017-12-22T23:00,10.5,85,1026.8,0.00,0.0,4.68,7.60
2017-12-23T00:00,10.2,87,1026.0,0.00,0.0,4.62,7.50
2017-12-23T01:00,9.9,89,1025.5,0.00,0.0,4.54,7.20
2017-12-23T02:00,9.6,91,1025.0,0.00,0.0,4.10,6.90
2017-12-23T03:00,9.4,92,1024.7,0.00,0.0,3.85,6.20
2017-12-23T04:00,9.0,93,1024.3,0.00,0.0,3.61,5.80
2017-12-23T05:00,8.6,94,1023.8,0.00,0.0,3.40,5.70
2017-12-23T06:00,8.2,95,1023.8,0.00,0.0,3.14,5.60
2017-12-23T07:00,7.9,96,1023.6,0.00,0.0,3.04,5.60
2017-12-23T08:00,7.5,96,1023.9,0.00,0.0,3.00,5.10
2017-12-23T09:00,7.7,94,1024.1,0.00,38.0,3.06,5.20
2017-12-23T10:00,9.0,84,1024.9,0.00,149.0,3.48,5.40
2017-12-23T11:00,10.7,75,1024.7,0.00,267.0,3.28,5.60
2017-12-23T12:00,12.4,69,1024.1,0.00,354.0,2.82,5.40
2017-12-23T13:00,13.7,65,1023.3,0.00,389.0,2.37,5.00
2017-12-23T14:00,14.7,62,1022.4,0.00,367.0,2.02,4.80
2017-12-23T15:00,15.3,60,1022.4,0.00,295.0,2.20,4.40
2017-12-23T16:00,15.4,60,1021.9,0.00,181.0,2.26,4.00
2017-12-23T17:00,14.7,64,1022.0,0.00,58.0,2.16,3.20
2017-12-23T18:00,13.2,71,1022.1,0.00,1.0,2.28,3.20
2017-12-23T19:00,11.8,78,1022.3,0.00,0.0,2.25,3.90
2017-12-23T20:00,10.9,81,1022.5,0.00,0.0,2.40,4.20
2017-12-23T21:00,10.4,81,1022.8,0.00,0.0,2.75,4.80
2017-12-23T22:00,9.9,81,1023.2,0.00,0.0,3.07,5.30
2017-12-23T23:00,9.6,81,1023.2,0.00,0.0,3.24,5.70
2017-12-24T00:00,9.4,82,1023.2,0.00,0.0,3.40,5.90
2017-12-24T01:00,9.3,85,1023.0,0.00,0.0,3.34,5.90
2017-12-24T02:00,9.2,87,1022.5,0.00,0.0,3.18,5.80
2017-12-24T03:00,9.2,89,1022.5,0.00,0.0,3.16,5.50
2017-12-24T04:00,9.2,91,1022.1,0.00,0.0,3.32,5.50
2017-12-24T05:00,9.3,92,1022.1,0.00,0.0,3.61,5.80
2017-12-24T06:00,9.6,93,1021.9,0.00,0.0,3.80,6.00
2017-12-24T07:00,9.5,93,1022.3,0.00,0.0,4.00,6.40
2017-12-24T08:00,9.7,93,1022.4,0.00,0.0,4.10,6.60
2017-12-24T09:00,10.3,89,1022.3,0.00,12.0,4.40,7.00
2017-12-24T10:00,11.4,84,1023.0,0.00,59.0,4.75,7.30
2017-12-24T11:00,12.8,77,1022.9,0.00,172.0,4.88,7.60
2017-12-24T12:00,13.9,71,1021.9,0.00,192.0,5.07,8.10
2017-12-24T13:00,14.8,67,1021.0,0.00,241.0,4.92,8.10
2017-12-24T14:00,15.2,65,1020.0,0.00,230.0,4.56,7.80
2017-12-24T15:00,15.5,64,1019.7,0.00,199.0,4.17,7.60
2017-12-24T16:00,15.0,68,1018.9,0.00,93.0,3.69,7.40
2017-12-24T17:00,14.2,73,1019.3,0.00,24.0,3.06,5.40
2017-12-24T18:00,13.4,78,1019.0,0.00,0.0,2.94,4.40
2017-12-24T19:00,12.3,86,1019.0,0.00,0.0,2.92,5.00
2017-12-24T20:00,11.5,90,1019.1,0.00,0.0,2.78,4.40
2017-12-24T21:00,10.9,91,1018.8,0.00,0.0,2.76,4.30
2017-12-24T22:00,10.8,90,1018.6,0.00,0.0,2.78,5.20
2017-12-24T23:00,10.9,91,1018.6,0.00,0.0,2.73,5.30
2017-12-25T00:00,10.7,91,1017.9,0.00,0.0,2.42,4.80
2017-12-25T01:00,10.6,92,1017.6,0.00,0.0,2.10,4.70
2017-12-25T02:00,10.6,93,1017.1,0.00,0.0,2.01,4.50
2017-12-25T03:00,10.5,93,1017.0,0.00,0.0,1.93,4.30
2017-12-25T04:00,10.6,93,1016.7,0.00,0.0,1.96,4.10
2017-12-25T05:00,10.6,93,1016.2,0.00,0.0,1.90,4.10
2017-12-25T06:00,10.7,93,1016.1,0.00,0.0,1.92,4.00
2017-12-25T07:00,10.8,94,1016.0,0.00,0.0,2.15,4.20
2017-12-25T08:00,10.9,93,1016.3,0.00,0.0,2.37,4.20
2017-12-25T09:00,11.4,92,1016.2,0.00,22.0,2.73,4.50
2017-12-25T10:00,12.7,86,1016.5,0.00,93.0,3.41,5.30
2017-12-25T11:00,13.8,78,1016.4,0.00,185.0,4.61,7.00
2017-12-25T12:00,14.5,71,1015.9,0.00,216.0,5.86,8.80
2017-12-25T13:00,15.1,66,1015.0,0.00,245.0,6.24,10.20
2017-12-25T14:00,15.0,68,1014.3,0.20,84.0,5.68,10.50
2017-12-25T15:00,15.0,69,1014.5,0.00,50.0,5.83,10.20
2017-12-25T16:00,14.8,71,1013.9,0.10,17.0,5.95,10.00
2017-12-25T17:00,14.2,74,1014.1,0.10,12.0,5.24,9.40
2017-12-25T18:00,13.8,80,1014.1,0.20,0.0,5.22,9.10
2017-12-25T19:00,13.6,83,1014.4,1.30,0.0,6.69,10.40
2017-12-25T20:00,13.0,89,1014.7,1.60,0.0,6.17,11.70
2017-12-25T21:00,12.8,90,1015.1,0.80,0.0,5.00,10.40
2017-12-25T22:00,12.4,89,1015.8,0.00,0.0,4.75,8.50
2017-12-25T23:00,11.8,85,1016.2,0.00,0.0,3.88,7.50
2017-12-26T00:00,11.2,85,1016.5,0.00,0.0,3.32,6.00
2017-12-26T01:00,10.5,87,1016.5,0.00,0.0,3.05,4.90
2017-12-26T02:00,9.6,90,1016.5,0.00,0.0,3.09,4.60
2017-12-26T03:00,8.8,93,1016.4,0.00,0.0,3.36,3.90
2017-12-26T04:00,9.6,91,1016.6,0.00,0.0,2.98,3.70
2017-12-26T05:00,8.9,92,1016.2,0.00,0.0,3.26,4.30
2017-12-26T06:00,8.2,92,1016.3,0.00,0.0,3.19,4.80
2017-12-26T07:00,8.5,89,1016.5,0.00,0.0,2.87,5.00
2017-12-26T08:00,8.7,88,1016.4,0.00,0.0,2.97,4.70
2017-12-26T09:00,10.2,84,1016.7,0.00,6.0,3.79,5.60
2017-12-26T10:00,11.8,77,1017.3,0.00,8.0,4.00,6.40
2017-12-26T11:00,12.9,71,1017.4,0.00,63.0,4.10,7.30
2017-12-26T12:00,13.7,64,1016.8,0.00,96.0,5.82,8.30
2017-12-26T13:00,14.0,60,1015.8,0.00,105.0,7.13,9.60
2017-12-26T14:00,14.0,60,1014.9,0.00,56.0,7.42,10.90
2017-12-26T15:00,14.2,60,1014.2,0.00,23.0,7.26,11.10
2017-12-26T16:00,14.2,62,1013.4,0.00,5.0,7.34,11.30
2017-12-26T17:00,14.1,63,1012.8,0.00,0.0,7.51,12.00
2017-12-26T18:00,14.2,65,1012.3,0.00,0.0,8.02,12.20
2017-12-26T19:00,14.1,74,1011.8,0.20,0.0,8.18,13.40
2017-12-26T20:00,14.3,76,1011.5,0.00,0.0,8.85,14.00
2017-12-26T21:00,14.5,76,1011.0,0.00,0.0,9.24,14.90
2017-12-26T22:00,14.8,76,1010.6,0.00,0.0,10.24,15.60
2017-12-26T23:00,15.0,78,1009.9,0.70,0.0,11.10,17.80
2017-12-27T00:00,14.6,84,1009.0,0.80,0.0,11.50,18.70
2017-12-27T01:00,14.5,88,1008.5,0.60,0.0,11.63,18.30
2017-12-27T02:00,14.6,89,1008.5,0.40,0.0,11.14,18.50
2017-12-27T03:00,14.4,87,1009.1,0.10,0.0,9.76,17.30
2017-12-27T04:00,14.1,85,1009.2,0.00,0.0,9.23,14.20
2017-12-27T05:00,13.6,84,1009.3,0.00,0.0,9.14,13.90
2017-12-27T06:00,13.2,85,1009.4,0.00,0.0,9.41,14.00
2017-12-27T07:00,13.1,84,1009.8,0.00,0.0,8.84,15.20
2017-12-27T08:00,13.0,83,1010.4,0.00,0.0,8.28,14.20
2017-12-27T09:00,13.2,83,1010.9,0.00,25.0,7.78,13.40
2017-12-27T10:00,13.6,80,1012.3,0.00,29.0,7.50,12.70
2017-12-27T11:00,13.9,78,1012.3,0.00,59.0,6.38,11.70
2017-12-27T12:00,14.1,78,1012.3,0.00,37.0,7.11,10.70
2017-12-27T13:00,14.6,73,1012.1,0.00,173.0,8.02,11.70
2017-12-27T14:00,14.7,71,1011.8,0.00,181.0,7.72,11.60
2017-12-27T15:00,14.9,69,1011.8,0.00,174.0,7.85,11.20
2017-12-27T16:00,14.5,72,1011.6,0.00,100.0,6.72,11.30
2017-12-27T17:00,13.9,75,1011.5,0.00,37.0,5.66,9.70
2017-12-27T18:00,13.2,79,1011.7,0.00,1.0,5.41,7.80
2017-12-27T19:00,13.4,82,1011.8,0.00,0.0,5.88,8.80
2017-12-27T20:00,13.6,83,1011.9,0.00,0.0,6.67,10.20
2017-12-27T21:00,14.1,84,1011.6,0.00,0.0,7.03,11.20
2017-12-27T22:00,14.4,85,1011.7,0.00,0.0,7.10,12.40
2017-12-27T23:00,14.6,86,1011.9,0.00,0.0,7.42,13.30
2017-12-28T00:00,14.6,88,1011.8,0.00,0.0,7.60,13.80
2017-12-28T01:00,14.7,88,1011.4,0.00,0.0,7.52,13.90
2017-12-28T02:00,14.6,89,1011.1,0.00,0.0,7.76,13.20
2017-12-28T03:00,14.5,90,1011.1,0.00,0.0,7.84,12.60
2017-12-28T04:00,14.6,89,1011.1,0.00,0.0,7.66,12.20
2017-12-28T05:00,14.5,90,1010.7,0.00,0.0,7.26,11.70
2017-12-28T06:00,14.5,90,1010.7,0.00,0.0,7.22,11.10
2017-12-28T07:00,14.7,87,1010.9,0.00,0.0,7.22,11.60
2017-12-28T08:00,14.9,87,1011.2,0.00,0.0,7.17,11.50
2017-12-28T09:00,15.1,88,1012.1,0.00,0.0,7.25,11.70
2017-12-28T10:00,15.3,88,1012.4,0.20,26.0,7.12,12.50
2017-12-28T11:00,15.8,86,1013.1,0.00,127.0,7.66,12.50
2017-12-28T12:00,16.3,82,1013.1,0.20,224.0,7.74,13.40
2017-12-28T13:00,16.5,78,1012.9,0.10,323.0,7.47,13.40
2017-12-28T14:00,16.4,79,1012.4,0.00,208.0,7.12,13.40
2017-12-28T15:00,16.2,80,1012.4,0.00,208.0,7.16,12.20
2017-12-28T16:00,15.8,82,1012.6,0.00,63.0,6.53,11.30
2017-12-28T17:00,15.3,85,1012.9,0.00,29.0,5.91,9.60
2017-12-28T18:00,14.6,88,1013.1,0.00,1.0,5.78,8.70
2017-12-28T19:00,14.6,87,1013.6,0.00,0.0,5.59,9.20
2017-12-28T20:00,14.5,88,1014.3,0.00,0.0,5.23,8.80
2017-12-28T21:00,14.3,89,1014.7,0.00,0.0,5.32,8.30
2017-12-28T22:00,14.2,90,1015.3,0.00,0.0,5.02,8.10
2017-12-28T23:00,14.0,91,1015.5,0.00,0.0,4.25,7.60
2017-12-29T00:00,13.7,93,1015.8,0.00,0.0,3.83,6.70
2017-12-29T01:00,13.5,94,1015.7,0.00,0.0,3.96,6.30
2017-12-29T02:00,13.4,94,1016.0,0.00,0.0,4.59,6.70
2017-12-29T03:00,13.4,94,1015.9,0.00,0.0,4.18,6.80
2017-12-29T04:00,13.2,94,1015.7,0.00,0.0,3.49,6.20
2017-12-29T05:00,13.1,94,1015.3,0.00,0.0,3.21,5.30
2017-12-29T06:00,13.1,94,1015.2,0.00,0.0,3.41,5.40
2017-12-29T07:00,13.6,93,1016.4,0.00,0.0,4.24,6.50
2017-12-29T08:00,13.9,92,1017.1,0.00,0.0,4.75,7.40
2017-12-29T09:00,14.4,92,1018.0,0.00,16.0,5.00,7.80
2017-12-29T10:00,15.4,88,1018.7,0.10,85.0,4.32,8.00
2017-12-29T11:00,16.2,84,1019.2,0.20,158.0,4.52,9.20
2017-12-29T12:00,16.6,81,1018.8,0.00,202.0,4.83,9.10
2017-12-29T13:00,17.0,77,1018.7,0.00,231.0,5.00,7.80
2017-12-29T14:00,17.1,74,1018.3,0.00,264.0,4.54,7.30
2017-12-29T15:00,16.9,75,1018.1,0.00,121.0,3.67,7.00
2017-12-29T16:00,16.5,79,1018.1,0.00,33.0,2.75,6.10
2017-12-29T17:00,15.9,83,1018.4,0.00,11.0,2.11,4.30
2017-12-29T18:00,15.0,88,1018.8,0.00,0.0,2.14,3.50
2017-12-29T19:00,14.4,92,1019.4,0.00,0.0,2.22,3.40
2017-12-29T20:00,14.1,93,1020.4,0.00,0.0,2.10,3.40
2017-12-29T21:00,13.9,93,1020.7,0.00,0.0,1.91,3.10
2017-12-29T22:00,13.9,93,1021.2,0.00,0.0,1.94,2.60
2017-12-29T23:00,13.8,93,1021.2,0.00,0.0,1.97,2.70
2017-12-30T00:00,13.6,93,1021.1,0.00,0.0,1.80,2.90
2017-12-30T01:00,13.6,92,1020.8,0.00,0.0,1.63,3.00
2017-12-30T02:00,13.4,91,1020.5,0.00,0.0,1.80,2.90
2017-12-30T03:00,12.8,94,1020.2,0.00,0.0,2.01,2.70
2017-12-30T04:00,12.3,94,1020.2,0.00,0.0,2.01,2.60
2017-12-30T05:00,11.9,94,1020.0,0.00,0.0,2.01,2.60
2017-12-30T06:00,12.0,93,1020.1,0.00,0.0,2.06,2.60
2017-12-30T07:00,12.6,87,1020.5,0.00,0.0,2.19,2.80
2017-12-30T08:00,11.7,88,1020.7,0.00,0.0,2.38,2.80
2017-12-30T09:00,11.3,91,1021.1,0.00,28.0,2.10,3.10
2017-12-30T10:00,14.3,81,1021.6,0.00,99.0,2.32,3.60
2017-12-30T11:00,15.3,73,1021.3,0.00,232.0,2.91,4.40
2017-12-30T12:00,15.8,70,1021.1,0.00,298.0,3.01,4.50
2017-12-30T13:00,16.0,68,1020.3,0.00,248.0,3.10,4.30
2017-12-30T14:00,16.1,68,1019.6,0.00,214.0,2.94,4.20
2017-12-30T15:00,15.9,68,1019.5,0.00,165.0,2.97,4.20
2017-12-30T16:00,15.5,71,1019.6,0.00,57.0,2.77,4.10
2017-12-30T17:00,14.7,77,1019.4,0.00,21.0,2.30,3.90
2017-12-30T18:00,13.7,83,1019.6,0.00,0.0,2.19,3.10
2017-12-30T19:00,12.9,94,1019.5,0.00,0.0,2.12,3.60
2017-12-30T20:00,12.4,95,1019.6,0.00,0.0,2.19,3.40
2017-12-30T21:00,11.8,96,1019.5,0.00,0.0,2.33,3.50
2017-12-30T22:00,11.5,97,1019.4,0.00,0.0,2.83,4.00
2017-12-30T23:00,10.9,97,1019.9,0.00,0.0,2.94,4.50
2017-12-31T00:00,10.7,96,1019.1,0.00,0.0,2.62,4.50
2017-12-31T01:00,10.5,96,1018.7,0.00,0.0,2.78,4.40
2017-12-31T02:00,10.5,95,1017.9,0.00,0.0,3.02,4.90
2017-12-31T03:00,11.0,94,1017.8,0.00,0.0,3.47,5.60
2017-12-31T04:00,11.6,93,1017.8,0.00,0.0,3.94,6.40
2017-12-31T05:00,12.1,91,1017.3,0.00,0.0,3.89,7.10
2017-12-31T06:00,12.7,90,1017.0,0.00,0.0,4.24,7.60
2017-12-31T07:00,13.4,90,1017.2,0.00,0.0,4.96,7.50
2017-12-31T08:00,13.6,89,1017.4,0.00,0.0,5.42,8.40
2017-12-31T09:00,14.1,87,1017.3,0.00,35.0,6.17,9.50
2017-12-31T10:00,15.1,84,1018.0,0.00,145.0,6.25,10.60
2017-12-31T11:00,16.0,78,1018.3,0.00,251.0,7.59,11.70
2017-12-31T12:00,16.3,77,1018.2,0.30,221.0,8.32,13.10
2017-12-31T13:00,16.2,80,1018.4,0.80,54.0,7.52,14.10
2017-12-31T14:00,15.3,83,1018.6,0.00,19.0,6.88,13.70
2017-12-31T15:00,15.3,77,1019.6,0.00,192.0,6.81,12.00
2017-12-31T16:00,15.2,74,1020.5,0.00,176.0,6.75,11.70
2017-12-31T17:00,14.5,73,1021.6,0.00,68.0,6.16,11.10
2017-12-31T18:00,13.4,75,1022.9,0.00,2.0,5.99,9.90
2017-12-31T19:00,13.2,75,1024.1,0.00,0.0,5.92,9.60
2017-12-31T20:00,12.7,77,1025.1,0.00,0.0,4.79,9.20
2017-12-31T21:00,12.1,79,1025.7,0.00,0.0,3.71,7.50
2017-12-31T22:00,11.7,82,1026.2,0.00,0.0,3.47,6.00
2017-12-31T23:00,11.1,84,1026.0,0.00,0.0,2.82,5.30
2018-01-01T00:00,10.3,87,1026.2,0.00,0.0,2.55,4.30
2018-01-01T01:00,9.5,90,1026.1,0.00,0.0,1.97,3.70
2018-01-01T02:00,8.9,92,1025.6,0.00,0.0,1.70,3.20
2018-01-01T03:00,10.4,89,1025.8,0.00,0.0,2.14,2.30
2018-01-01T04:00,10.4,90,1026.8,0.00,0.0,2.56,2.50
2018-01-01T05:00,9.7,92,1026.9,0.00,0.0,3.00,3.00
2018-01-01T06:00,8.4,93,1026.4,0.00,0.0,2.52,3.50
2018-01-01T07:00,8.8,92,1026.8,0.00,0.0,2.51,4.50
2018-01-01T08:00,9.4,90,1027.3,0.00,0.0,2.72,4.40
2018-01-01T09:00,10.2,90,1027.8,0.00,26.0,3.41,5.10
2018-01-01T10:00,13.2,81,1028.7,0.00,75.0,2.33,5.50
2018-01-01T11:00,14.6,71,1028.7,0.00,171.0,2.72,6.10
2018-01-01T12:00,15.5,65,1028.0,0.00,310.0,3.60,7.60
2018-01-01T13:00,15.9,61,1027.3,0.00,313.0,4.10,7.20
2018-01-01T14:00,16.1,60,1027.2,0.00,348.0,4.20,6.80
2018-01-01T15:00,16.0,60,1027.2,0.00,226.0,4.18,6.70
2018-01-01T16:00,15.5,65,1026.9,0.00,121.0,3.32,6.10
2018-01-01T17:00,14.5,72,1027.2,0.00,64.0,3.13,4.40
2018-01-01T18:00,13.3,80,1027.3,0.00,2.0,2.79,3.30
2018-01-01T19:00,12.8,81,1027.6,0.00,0.0,2.34,4.40
2018-01-01T20:00,12.4,84,1028.0,0.00,0.0,2.55,3.90
2018-01-01T21:00,11.4,89,1028.0,0.00,0.0,2.53,3.60
2018-01-01T22:00,11.1,90,1028.4,0.00,0.0,2.44,3.40
2018-01-01T23:00,10.9,89,1028.4,0.00,0.0,2.69,3.60
2018-01-02T00:00,11.5,87,1028.4,0.00,0.0,2.45,3.70
2018-01-02T01:00,10.8,89,1028.0,0.00,0.0,2.61,3.30
2018-01-02T02:00,10.3,90,1027.5,0.00,0.0,2.90,3.70
2018-01-02T03:00,10.2,90,1027.3,0.00,0.0,2.90,3.90
2018-01-02T04:00,10.0,92,1027.3,0.00,0.0,2.73,4.10
2018-01-02T05:00,9.7,93,1026.7,0.00,0.0,2.71,3.90
2018-01-02T06:00,9.4,93,1026.8,0.00,0.0,2.63,3.70
2018-01-02T07:00,9.4,92,1027.4,0.00,0.0,2.84,4.70
2018-01-02T08:00,9.9,90,1027.6,0.00,0.0,2.86,4.80
2018-01-02T09:00,10.9,88,1028.1,0.00,27.0,2.92,4.80
2018-01-02T10:00,13.5,81,1028.8,0.00,115.0,2.90,5.00
2018-01-02T11:00,15.1,71,1028.8,0.00,228.0,3.73,5.40
2018-01-02T12:00,15.9,67,1028.5,0.00,328.0,4.06,6.00
2018-01-02T13:00,16.3,66,1027.8,0.00,360.0,3.71,5.80
2018-01-02T14:00,16.5,66,1027.2,0.00,348.0,3.35,5.50
2018-01-02T15:00,16.5,67,1027.0,0.00,214.0,2.98,5.50
2018-01-02T16:00,16.2,70,1026.9,0.00,117.0,2.51,5.40
2018-01-02T17:00,15.4,75,1027.0,0.00,35.0,2.12,5.00
2018-01-02T18:00,14.5,81,1027.3,0.00,1.0,2.12,4.00
2018-01-02T19:00,14.0,83,1027.6,0.00,0.0,2.10,3.50
2018-01-02T20:00,13.8,85,1027.8,0.00,0.0,2.11,3.40
2018-01-02T21:00,13.8,86,1028.2,0.00,0.0,1.90,3.30
2018-01-02T22:00,13.6,87,1028.1,0.00,0.0,1.81,3.00
2018-01-02T23:00,13.5,89,1028.0,0.00,0.0,1.84,2.60
2018-01-03T00:00,13.1,92,1027.8,0.00,0.0,2.04,2.80
2018-01-03T01:00,12.9,93,1027.5,0.00,0.0,2.20,3.00
2018-01-03T02:00,12.9,93,1027.3,0.00,0.0,2.33,3.30
2018-01-03T03:00,13.0,94,1027.3,0.00,0.0,2.21,3.60
2018-01-03T04:00,13.3,94,1027.4,0.00,0.0,1.97,3.90
2018-01-03T05:00,13.5,94,1027.0,0.00,0.0,1.62,3.90
2018-01-03T06:00,13.5,94,1026.8,0.00,0.0,1.55,3.80
2018-01-03T07:00,13.2,95,1026.9,0.00,0.0,1.40,2.40
2018-01-03T08:00,12.8,96,1027.0,0.00,0.0,1.70,2.10
2018-01-03T09:00,13.5,95,1027.7,0.00,9.0,1.41,2.40
2018-01-03T10:00,14.7,89,1028.4,0.00,14.0,2.38,2.60
2018-01-03T11:00,15.7,80,1028.7,0.00,69.0,3.58,3.70
2018-01-03T12:00,16.3,75,1028.3,0.00,79.0,3.98,4.60
2018-01-03T13:00,16.5,75,1027.7,0.00,38.0,3.90,4.60
2018-01-03T14:00,16.6,75,1026.8,0.00,41.0,3.77,4.70
2018-01-03T15:00,16.6,77,1026.4,0.00,54.0,3.08,4.60
2018-01-03T16:00,16.4,80,1026.3,0.00,17.0,3.13,4.50
2018-01-03T17:00,15.7,85,1025.9,0.00,5.0,2.69,4.40
2018-01-03T18:00,15.1,89,1026.3,0.00,0.0,2.94,4.20
2018-01-03T19:00,14.3,95,1025.9,0.00,0.0,3.09,4.90
2018-01-03T20:00,14.1,95,1026.2,0.00,0.0,2.97,4.90
2018-01-03T21:00,14.0,96,1026.0,0.00,0.0,2.58,4.80
2018-01-03T22:00,14.0,96,1026.4,0.00,0.0,2.08,4.20
2018-01-03T23:00,13.8,96,1025.8,0.00,0.0,2.06,3.60
2018-01-04T00:00,13.8,96,1025.6,0.00,0.0,2.18,3.50
2018-01-04T01:00,13.7,96,1025.1,0.00,0.0,2.14,3.50
2018-01-04T02:00,13.6,96,1024.4,0.00,0.0,2.21,3.60
2018-01-04T03:00,13.8,94,1024.1,0.00,0.0,2.30,3.50
2018-01-04T04:00,13.8,93,1023.9,0.00,0.0,2.42,3.40
2018-01-04T05:00,13.8,92,1023.4,0.00,0.0,2.55,3.30
2018-01-04T06:00,13.8,90,1023.3,0.00,0.0,2.53,3.30
2018-01-04T07:00,14.0,92,1023.0,0.00,0.0,2.69,4.10
2018-01-04T08:00,14.1,92,1023.3,0.00,0.0,2.88,4.50
2018-01-04T09:00,14.3,91,1023.4,0.00,5.0,2.97,4.80
2018-01-04T10:00,14.7,90,1024.0,0.00,14.0,4.10,5.20
2018-01-04T11:00,15.4,85,1023.7,0.10,86.0,4.20,6.30
2018-01-04T12:00,15.7,81,1022.8,0.00,151.0,4.31,6.70
2018-01-04T13:00,16.0,78,1021.5,0.00,175.0,4.46,7.10
2018-01-04T14:00,15.9,78,1020.6,0.00,130.0,4.95,7.60
2018-01-04T15:00,15.9,78,1020.3,0.00,169.0,5.30,8.40
2018-01-04T16:00,15.4,80,1020.0,0.00,82.0,4.83,8.60
2018-01-04T17:00,14.7,83,1019.6,0.00,44.0,4.44,7.70
2018-01-04T18:00,14.1,85,1019.4,0.00,1.0,4.33,7.10
2018-01-04T19:00,13.4,83,1018.9,0.00,0.0,4.34,7.00
2018-01-04T20:00,13.2,82,1018.4,0.00,0.0,4.52,7.00
2018-01-04T21:00,13.3,80,1018.0,0.00,0.0,4.75,7.30
2018-01-04T22:00,13.2,81,1017.5,0.00,0.0,5.58,7.60
2018-01-04T23:00,13.1,82,1016.4,0.00,0.0,5.75,7.90
2018-01-05T00:00,13.2,82,1015.4,0.00,0.0,5.87,8.60
2018-01-05T01:00,13.2,83,1014.4,0.00,0.0,6.09,9.00
2018-01-05T02:00,13.4,83,1012.9,0.00,0.0,6.29,9.00
2018-01-05T03:00,13.8,82,1012.2,0.00,0.0,6.15,9.10
2018-01-05T04:00,14.0,83,1011.2,0.00,0.0,6.51,9.60
2018-01-05T05:00,13.9,85,1009.7,0.00,0.0,6.52,10.10
2018-01-05T06:00,14.0,87,1008.6,0.10,0.0,7.17,10.80
2018-01-05T07:00,14.3,85,1007.9,0.50,0.0,8.82,13.70
