latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
38.600006,-9.0,84.0,0,Europe/London,GMT

time,temperature_2m (°C),relativehumidity_2m (%),surface_pressure (hPa),precipitation (mm),direct_radiation (W/m²),windspeed_10m (m/s),windgusts_10m (m/s)
2017-09-12T20:00,20.3,72,1012.8,0.00,0.0,7.41,12.20
2017-09-12T21:00,19.5,77,1013.6,0.00,0.0,7.00,11.90
2017-09-12T22:00,19.0,80,1013.6,0.00,0.0,6.63,11.10
2017-09-12T23:00,18.5,83,1013.6,0.00,0.0,6.42,10.70
2017-09-13T00:00,18.1,86,1013.7,0.00,0.0,6.32,10.20
2017-09-13T01:00,17.7,88,1013.5,0.00,0.0,6.22,10.00
2017-09-13T02:00,17.5,90,1012.9,0.00,0.0,6.31,10.00
2017-09-13T03:00,17.3,91,1012.7,0.00,0.0,6.50,10.00
2017-09-13T04:00,17.1,91,1012.3,0.00,0.0,6.40,10.00
2017-09-13T05:00,17.0,91,1012.4,0.00,0.0,6.13,9.90
2017-09-13T06:00,16.8,92,1012.7,0.00,0.0,5.67,9.80
2017-09-13T07:00,17.1,90,1013.2,0.00,12.0,5.10,8.80
2017-09-13T08:00,18.6,81,1013.6,0.00,120.0,4.71,7.90
2017-09-13T09:00,20.9,69,1014.1,0.00,298.0,4.44,7.70
2017-09-13T10:00,23.5,58,1014.0,0.00,470.0,4.14,7.50
2017-09-13T11:00,25.8,49,1014.0,0.00,608.0,4.10,7.70
2017-09-13T12:00,27.2,44,1013.7,0.00,698.0,4.46,8.00
2017-09-13T13:00,28.1,42,1013.6,0.00,730.0,5.26,8.90
2017-09-13T14:00,28.3,42,1013.2,0.00,700.0,6.24,10.30
2017-09-13T15:00,28.0,43,1012.7,0.00,626.0,7.08,11.70
2017-09-13T16:00,27.1,46,1012.8,0.00,496.0,7.47,12.20
2017-09-13T17:00,25.6,50,1012.5,0.00,304.0,7.62,12.40
2017-09-13T18:00,23.7,57,1012.8,0.00,147.0,7.45,12.20
2017-09-13T19:00,21.7,62,1013.1,0.00,18.0,7.41,12.20
2017-09-13T20:00,20.0,70,1013.6,0.00,0.0,7.37,11.90
2017-09-13T21:00,18.9,76,1014.1,0.00,0.0,7.24,12.00
2017-09-13T22:00,18.2,80,1014.0,0.00,0.0,6.51,11.60
2017-09-13T23:00,17.7,83,1014.4,0.00,0.0,6.24,10.90
2017-09-14T00:00,17.4,86,1014.3,0.00,0.0,6.36,10.40
2017-09-14T01:00,17.1,89,1014.5,0.00,0.0,6.48,10.10
2017-09-14T02:00,16.9,92,1014.2,0.00,0.0,6.53,10.40
2017-09-14T03:00,16.9,93,1013.9,0.00,0.0,7.06,10.80
2017-09-14T04:00,17.0,93,1013.4,0.00,0.0,6.84,11.90
2017-09-14T05:00,17.3,90,1013.8,0.00,0.0,6.04,12.00
2017-09-14T06:00,17.3,90,1013.7,0.00,0.0,5.49,11.50
2017-09-14T07:00,17.4,89,1014.5,0.00,5.0,5.61,9.10
2017-09-14T08:00,18.2,82,1014.6,0.00,67.0,6.49,10.60
2017-09-14T09:00,19.6,71,1015.1,0.00,164.0,6.85,11.40
2017-09-14T10:00,21.4,61,1015.0,0.00,410.0,6.54,11.50
2017-09-14T11:00,23.2,55,1014.5,0.00,566.0,6.66,11.60
2017-09-14T12:00,24.7,52,1013.9,0.00,640.0,7.04,12.00
2017-09-14T13:00,25.9,49,1013.3,0.00,670.0,7.32,12.40
2017-09-14T14:00,26.4,47,1012.8,0.00,577.0,7.59,12.60
2017-09-14T15:00,26.1,49,1012.1,0.00,558.0,8.16,13.30
2017-09-14T16:00,24.7,54,1011.8,0.00,426.0,8.35,14.00
2017-09-14T17:00,22.9,59,1011.7,0.00,266.0,8.30,14.20
2017-09-14T18:00,21.0,62,1011.8,0.00,123.0,8.27,14.10
2017-09-14T19:00,19.3,64,1011.9,0.00,11.0,8.32,13.80
2017-09-14T20:00,18.0,67,1012.2,0.00,0.0,8.59,13.70
2017-09-14T21:00,17.3,69,1012.6,0.00,0.0,8.57,14.10
2017-09-14T22:00,16.8,70,1012.8,0.00,0.0,8.22,13.90
2017-09-14T23:00,16.4,73,1012.3,0.00,0.0,8.54,13.80
2017-09-15T00:00,16.2,73,1011.8,0.00,0.0,8.42,14.00
2017-09-15T01:00,15.9,74,1011.4,0.00,0.0,8.51,13.90
2017-09-15T02:00,15.7,74,1011.1,0.00,0.0,8.69,14.00
2017-09-15T03:00,15.4,73,1010.7,0.00,0.0,8.73,14.70
2017-09-15T04:00,15.1,72,1010.5,0.00,0.0,8.78,14.90
2017-09-15T05:00,14.8,71,1010.3,0.00,0.0,8.86,14.80
2017-09-15T06:00,14.7,71,1010.3,0.00,0.0,8.97,14.70
2017-09-15T07:00,14.9,69,1010.6,0.00,12.0,9.18,14.70
2017-09-15T08:00,15.9,64,1010.6,0.00,128.0,9.48,15.40
2017-09-15T09:00,17.4,56,1011.2,0.00,313.0,9.48,15.80
2017-09-15T10:00,19.1,47,1011.5,0.00,493.0,8.35,15.70
2017-09-15T11:00,20.6,40,1011.1,0.00,633.0,8.10,15.40
2017-09-15T12:00,21.7,36,1010.7,0.00,724.0,8.38,15.20
2017-09-15T13:00,22.2,35,1010.4,0.00,752.0,8.73,15.20
2017-09-15T14:00,22.2,36,1010.1,0.00,721.0,9.25,15.60
2017-09-15T15:00,21.7,38,1009.9,0.00,634.0,9.75,16.10
2017-09-15T16:00,20.8,40,1009.6,0.00,496.0,9.81,16.20
2017-09-15T17:00,19.7,45,1009.3,0.00,321.0,9.87,16.30
2017-09-15T18:00,18.3,54,1009.4,0.00,139.0,9.52,16.10
2017-09-15T19:00,17.1,63,1009.5,0.00,15.0,9.20,15.70
2017-09-15T20:00,16.3,69,1009.5,0.00,0.0,9.19,15.20
2017-09-15T21:00,15.9,72,1010.0,0.00,0.0,8.91,15.00
2017-09-15T22:00,15.7,73,1010.0,0.00,0.0,7.91,14.40
2017-09-15T23:00,15.4,74,1009.4,0.00,0.0,8.08,13.80
2017-09-16T00:00,15.3,74,1009.4,0.00,0.0,8.13,13.40
2017-09-16T01:00,15.0,76,1008.9,0.00,0.0,7.86,13.10
2017-09-16T02:00,14.9,77,1008.7,0.00,0.0,7.65,12.60
2017-09-16T03:00,14.7,78,1008.4,0.00,0.0,7.53,12.40
2017-09-16T04:00,14.5,79,1008.2,0.00,0.0,7.47,12.30
2017-09-16T05:00,14.3,80,1008.5,0.00,0.0,7.47,12.30
2017-09-16T06:00,14.1,81,1008.6,0.00,0.0,7.43,12.30
2017-09-16T07:00,14.1,79,1009.2,0.00,11.0,7.48,12.30
2017-09-16T08:00,15.2,69,1009.4,0.00,123.0,7.74,12.20
2017-09-16T09:00,17.0,57,1010.2,0.00,305.0,7.74,12.70
2017-09-16T10:00,18.7,46,1010.4,0.00,479.0,6.40,12.70
2017-09-16T11:00,20.3,39,1010.2,0.00,620.0,6.74,12.80
2017-09-16T12:00,21.4,34,1010.1,0.00,712.0,7.05,13.10
2017-09-16T13:00,22.1,32,1009.7,0.00,741.0,7.40,13.70
2017-09-16T14:00,22.3,32,1009.5,0.00,711.0,7.81,14.30
2017-09-16T15:00,22.0,34,1009.2,0.00,626.0,8.16,14.50
2017-09-16T16:00,21.4,36,1009.5,0.00,490.0,8.44,14.50
2017-09-16T17:00,20.4,39,1009.5,0.00,317.0,8.28,14.30
2017-09-16T18:00,19.0,45,1009.6,0.00,136.0,7.98,14.00
2017-09-16T19:00,17.8,52,1010.1,0.00,14.0,7.55,12.80
2017-09-16T20:00,16.6,58,1010.7,0.00,0.0,7.40,12.10
2017-09-16T21:00,15.8,64,1011.4,0.00,0.0,6.97,11.60
2017-09-16T22:00,15.3,69,1012.0,0.00,0.0,5.98,11.00
2017-09-16T23:00,14.9,73,1011.7,0.00,0.0,6.20,10.70
2017-09-17T00:00,14.7,75,1012.0,0.00,0.0,6.07,10.50
2017-09-17T01:00,14.5,76,1011.8,0.00,0.0,5.95,9.90
2017-09-17T02:00,14.2,76,1011.5,0.00,0.0,5.76,9.50
2017-09-17T03:00,14.1,75,1011.2,0.00,0.0,5.76,9.60
2017-09-17T04:00,14.0,75,1011.3,0.00,0.0,5.64,9.40
2017-09-17T05:00,14.0,75,1011.4,0.00,0.0,5.22,9.30
2017-09-17T06:00,13.8,75,1011.6,0.00,0.0,4.93,8.70
2017-09-17T07:00,13.8,79,1012.5,0.00,9.0,4.95,8.20
2017-09-17T08:00,15.2,69,1012.8,0.00,116.0,5.23,8.30
2017-09-17T09:00,17.2,57,1013.2,0.00,271.0,5.72,9.40
2017-09-17T10:00,19.1,48,1013.6,0.00,439.0,5.30,10.10
2017-09-17T11:00,20.5,43,1013.2,0.00,568.0,5.54,10.10
2017-09-17T12:00,21.6,40,1013.2,0.00,670.0,5.70,10.10
2017-09-17T13:00,22.2,40,1013.1,0.00,701.0,5.90,10.40
2017-09-17T14:00,22.5,41,1012.6,0.00,669.0,5.91,10.90
2017-09-17T15:00,22.3,43,1012.3,0.00,600.0,5.94,11.00
2017-09-17T16:00,21.7,45,1012.6,0.00,469.0,6.63,11.90
2017-09-17T17:00,20.5,49,1012.5,0.00,301.0,6.88,12.30
2017-09-17T18:00,19.2,54,1013.0,0.00,125.0,6.36,12.10
2017-09-17T19:00,17.7,63,1012.9,0.00,12.0,5.46,10.40
2017-09-17T20:00,16.8,68,1013.7,0.00,0.0,5.06,8.90
2017-09-17T21:00,16.2,72,1014.0,0.00,0.0,4.81,8.20
2017-09-17T22:00,15.9,74,1014.1,0.00,0.0,4.14,7.80
2017-09-17T23:00,15.6,75,1014.0,0.00,0.0,3.61,7.50
2017-09-18T00:00,15.5,76,1013.7,0.00,0.0,3.36,6.90
2017-09-18T01:00,15.3,78,1013.5,0.00,0.0,3.09,6.30
2017-09-18T02:00,15.1,81,1013.5,0.00,0.0,2.66,5.20
2017-09-18T03:00,14.8,84,1013.2,0.00,0.0,2.42,4.20
2017-09-18T04:00,14.3,87,1013.1,0.00,0.0,2.33,3.80
2017-09-18T05:00,14.1,88,1013.4,0.00,0.0,2.28,4.00
2017-09-18T06:00,14.1,89,1013.5,0.00,0.0,2.20,4.20
2017-09-18T07:00,14.4,92,1014.2,0.00,6.0,2.51,4.10
2017-09-18T08:00,17.0,82,1014.3,0.00,85.0,2.69,4.50
2017-09-18T09:00,19.3,73,1014.8,0.00,252.0,3.80,6.00
2017-09-18T10:00,20.9,70,1015.2,0.00,236.0,4.11,8.00
2017-09-18T11:00,21.9,68,1015.4,0.00,314.0,4.24,8.60
2017-09-18T12:00,22.3,66,1015.4,0.00,227.0,4.25,8.90
2017-09-18T13:00,22.9,63,1015.3,0.00,502.0,4.61,8.60
2017-09-18T14:00,23.3,58,1015.1,0.00,555.0,5.02,8.90
2017-09-18T15:00,23.3,54,1015.0,0.00,556.0,5.46,9.40
2017-09-18T16:00,22.8,52,1015.1,0.00,465.0,5.86,9.70
2017-09-18T17:00,21.7,55,1015.4,0.00,292.0,6.11,10.00
2017-09-18T18:00,20.4,60,1015.5,0.00,116.0,5.95,9.90
2017-09-18T19:00,18.5,67,1015.7,0.00,10.0,5.46,9.80
2017-09-18T20:00,17.6,73,1016.3,0.00,0.0,5.06,8.80
2017-09-18T21:00,17.0,77,1016.6,0.00,0.0,4.78,8.20
2017-09-18T22:00,16.6,80,1016.7,0.00,0.0,3.83,7.70
2017-09-18T23:00,16.3,83,1016.6,0.00,0.0,3.76,7.30
2017-09-19T00:00,16.0,86,1016.4,0.00,0.0,3.79,6.80
2017-09-19T01:00,15.8,89,1016.2,0.00,0.0,3.85,6.30
2017-09-19T02:00,15.6,91,1015.8,0.00,0.0,3.76,6.00
2017-09-19T03:00,15.5,92,1015.2,0.00,0.0,3.77,6.00
2017-09-19T04:00,15.4,93,1015.3,0.00,0.0,3.86,6.20
2017-09-19T05:00,15.4,94,1015.4,0.00,0.0,4.12,6.40
2017-09-19T06:00,15.4,94,1015.3,0.00,0.0,4.16,6.40
2017-09-19T07:00,15.8,95,1015.9,0.00,3.0,4.63,6.70
2017-09-19T08:00,16.6,89,1015.9,0.00,53.0,4.70,8.10
2017-09-19T09:00,17.9,80,1016.5,0.00,118.0,4.52,8.00
2017-09-19T10:00,19.4,71,1016.5,0.00,262.0,3.77,7.60
2017-09-19T11:00,21.2,62,1016.3,0.00,516.0,4.15,7.60
2017-09-19T12:00,22.8,54,1015.6,0.00,632.0,4.74,7.80
2017-09-19T13:00,23.8,49,1015.1,0.00,662.0,5.07,8.40
2017-09-19T14:00,24.5,47,1014.4,0.00,675.0,5.41,9.30
2017-09-19T15:00,24.6,47,1013.9,0.00,596.0,5.86,10.10
2017-09-19T16:00,24.0,49,1013.8,0.00,456.0,6.08,10.60
2017-09-19T17:00,22.9,54,1013.8,0.00,271.0,6.26,10.80
2017-09-19T18:00,21.1,62,1013.8,0.00,116.0,6.32,10.80
2017-09-19T19:00,19.2,71,1013.9,0.00,9.0,6.30,10.30
2017-09-19T20:00,17.7,78,1014.2,0.00,0.0,6.26,10.20
2017-09-19T21:00,16.8,82,1014.2,0.00,0.0,6.28,10.20
2017-09-19T22:00,16.2,84,1014.3,0.00,0.0,5.71,10.20
2017-09-19T23:00,15.8,85,1013.8,0.00,0.0,5.46,9.80
2017-09-20T00:00,15.5,86,1013.7,0.00,0.0,5.33,9.50
2017-09-20T01:00,15.2,87,1013.4,0.00,0.0,5.14,8.80
2017-09-20T02:00,14.9,87,1013.2,0.00,0.0,5.12,8.50
2017-09-20T03:00,14.6,87,1012.5,0.00,0.0,5.00,8.20
2017-09-20T04:00,14.5,87,1012.4,0.00,0.0,4.80,7.90
2017-09-20T05:00,14.3,87,1012.0,0.00,0.0,4.50,7.50
2017-09-20T06:00,14.0,89,1011.7,0.00,0.0,4.10,7.10
2017-09-20T07:00,13.9,89,1011.8,0.00,7.0,4.00,6.50
2017-09-20T08:00,15.2,82,1011.9,0.00,97.0,4.02,6.50
2017-09-20T09:00,17.4,71,1012.1,0.00,272.0,4.26,7.00
2017-09-20T10:00,19.8,61,1012.2,0.00,456.0,3.47,7.40
2017-09-20T11:00,21.9,53,1012.1,0.00,584.0,3.79,7.50
2017-09-20T12:00,23.6,47,1011.5,0.00,599.0,4.22,7.50
2017-09-20T13:00,24.8,42,1011.2,0.00,613.0,4.35,7.60
2017-09-20T14:00,25.5,40,1010.5,0.00,617.0,4.57,7.90
2017-09-20T15:00,25.7,40,1009.8,0.00,554.0,4.88,8.70
2017-09-20T16:00,25.2,42,1009.4,0.00,402.0,5.37,9.50
2017-09-20T17:00,24.1,47,1009.7,0.00,262.0,5.82,10.10
2017-09-20T18:00,22.3,55,1009.5,0.00,99.0,5.86,10.20
2017-09-20T19:00,20.2,64,1009.7,0.00,8.0,5.91,9.50
2017-09-20T20:00,18.8,69,1009.5,0.00,0.0,5.87,9.50
2017-09-20T21:00,17.8,72,1010.1,0.00,0.0,5.73,9.20
2017-09-20T22:00,17.2,74,1010.2,0.00,0.0,5.56,9.00
2017-09-20T23:00,16.6,77,1010.2,0.00,0.0,5.43,8.90
2017-09-21T00:00,16.2,79,1010.0,0.00,0.0,5.22,8.80
2017-09-21T01:00,15.8,81,1010.1,0.00,0.0,5.12,8.80
2017-09-21T02:00,15.5,84,1009.7,0.00,0.0,5.12,8.70
2017-09-21T03:00,15.3,87,1009.5,0.00,0.0,5.12,8.60
2017-09-21T04:00,15.2,90,1009.2,0.00,0.0,5.02,8.50
2017-09-21T05:00,15.1,91,1009.5,0.00,0.0,4.82,8.30
2017-09-21T06:00,15.1,93,1009.5,0.00,0.0,4.64,8.00
2017-09-21T07:00,15.6,93,1010.0,0.00,5.0,4.57,7.50
2017-09-21T08:00,16.9,89,1010.4,0.00,77.0,4.54,7.60
2017-09-21T09:00,19.1,77,1010.5,0.00,224.0,4.83,8.40
2017-09-21T10:00,21.0,67,1010.8,0.00,382.0,4.54,8.40
2017-09-21T11:00,22.7,60,1010.8,0.00,509.0,5.00,8.70
2017-09-21T12:00,23.8,55,1010.4,0.00,530.0,5.55,9.20
2017-09-21T13:00,24.5,52,1010.2,0.00,608.0,5.64,9.60
2017-09-21T14:00,24.9,50,1009.9,0.00,629.0,6.00,10.30
2017-09-21T15:00,24.6,52,1009.7,0.00,519.0,6.44,11.20
2017-09-21T16:00,23.9,55,1009.8,0.00,380.0,6.74,11.60
2017-09-21T17:00,22.8,61,1009.9,0.00,248.0,7.02,11.80
2017-09-21T18:00,21.3,68,1010.5,0.00,98.0,6.99,11.80
2017-09-21T19:00,19.5,75,1010.6,0.00,6.0,7.08,11.50
2017-09-21T20:00,18.1,77,1011.1,0.00,0.0,7.26,11.60
2017-09-21T21:00,17.3,80,1011.6,0.00,0.0,7.33,12.10
2017-09-21T22:00,16.7,82,1011.8,0.00,0.0,7.04,12.00
2017-09-21T23:00,16.4,84,1011.6,0.00,0.0,6.89,11.70
2017-09-22T00:00,16.1,86,1011.6,0.00,0.0,6.89,11.20
2017-09-22T01:00,15.9,87,1011.3,0.00,0.0,6.84,11.20
2017-09-22T02:00,15.7,89,1011.2,0.00,0.0,6.99,11.20
2017-09-22T03:00,15.5,90,1011.1,0.00,0.0,7.20,11.30
2017-09-22T04:00,15.3,91,1010.6,0.00,0.0,6.99,11.60
2017-09-22T05:00,15.3,90,1010.6,0.00,0.0,6.82,11.90
2017-09-22T06:00,15.2,89,1010.8,0.00,0.0,6.58,11.90
2017-09-22T07:00,15.2,89,1010.9,0.00,4.0,6.55,10.50
2017-09-22T08:00,16.0,83,1011.2,0.00,78.0,7.42,11.90
2017-09-22T09:00,17.4,75,1011.2,0.00,191.0,6.71,11.80
2017-09-22T10:00,19.1,67,1011.6,0.00,418.0,4.70,11.00
2017-09-22T11:00,20.9,59,1011.1,0.00,578.0,4.16,10.00
2017-09-22T12:00,22.5,53,1010.9,0.00,683.0,4.59,9.50
2017-09-22T13:00,23.6,48,1010.5,0.00,697.0,4.75,9.30
2017-09-22T14:00,24.2,46,1010.2,0.00,630.0,4.79,9.00
2017-09-22T15:00,24.2,47,1009.7,0.00,500.0,5.42,9.90
2017-09-22T16:00,23.5,51,1009.6,0.00,369.0,6.18,11.00
2017-09-22T17:00,22.1,56,1009.6,0.00,158.0,6.58,11.30
2017-09-22T18:00,20.4,64,1009.7,0.00,50.0,6.36,11.20
2017-09-22T19:00,18.8,71,1009.7,0.00,4.0,5.97,10.20
2017-09-22T20:00,17.7,76,1009.8,0.00,0.0,5.61,9.50
2017-09-22T21:00,17.0,79,1010.5,0.00,0.0,5.39,8.80
2017-09-22T22:00,16.4,82,1010.7,0.00,0.0,4.47,8.30
2017-09-22T23:00,16.0,84,1010.6,0.00,0.0,4.41,7.90
2017-09-23T00:00,15.6,87,1010.4,0.00,0.0,4.34,7.30
2017-09-23T01:00,15.2,89,1010.4,0.00,0.0,4.30,6.70
2017-09-23T02:00,14.9,91,1010.0,0.00,0.0,4.02,6.20
2017-09-23T03:00,14.6,93,1009.5,0.00,0.0,3.51,5.70
2017-09-23T04:00,14.3,93,1009.4,0.00,0.0,2.94,5.10
